filename,Event Number,events_in_day(day|event),time_rel(sec),time_abs(sec),Filter_low_freq_point,Filter_high_freq_point,label
xa.s12.00.mhz.1975-06-26HR00_evid00198,579,75 | 7,67652,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,580,75 | 8,70629,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,581,75 | 9,71591,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,582,75 | 10,73936,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,583,75 | 11,74278,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,584,75 | 12,75296,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,585,75 | 13,76847,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,586,75 | 14,77233,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,587,75 | 15,79398,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,588,75 | 16,82241,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,589,75 | 17,83911,0,0.7,0.9,0
